Id|ExportNaarOrafin|NaamAflopend sorteren|Alternatieve naam subsidieregister
DVR000000002|True|Subsidies aan havenbedrijven voor bepaalde havenkapiteindiensten|Subsidies aan havenbedrijven voor bepaalde havenkapiteindiensten
DVR000000003|True|Punctuele, decretale of facultatieve investeringssubsidies|Punctuele, decretale of facultatieve investeringssubsidies
DVR000000004|True|Decretale subsidiëring topsport|Decretale subsidiëring topsport
DVR000000005|True|Pimp je Speelplaats|Pimp je Speelplaats
DVR000000006|True|Subsidies steunpunten|Subsidies steunpunten
DVR000000007|True|Subsidies aan beleidsdomeinoverschrijdende projecten en evenementen die de uitstraling van Vlaanderen bevorderen|Subsidies aan beleidsdomeinoverschrijdende projecten en evenementen die de uitstraling van Vlaanderen bevorderen
DVR000000008|True|Subsidies Vlaams beleid duurzame ontwikkeling|Subsidies Vlaams beleid duurzame ontwikkeling
DVR000000009|True|Subsidies in het kader van het bouwmeesterschap|Subsidies in het kader van het bouwmeesterschap
DVR000000012|True|Subsidies aan de verenigingen waar armen het woord nemen|Subsidies aan de verenigingen waar armen het woord nemen
DVR000000013|True|Subsidies aan organisaties voor de opleiding van ervaringsdeskundigen in de armoede en sociale uitsluiting|Subsidies aan organisaties voor de opleiding van ervaringsdeskundigen in de armoede en sociale uitsluiting
DVR000000016|True|Basissubsidie beheermaatregelen|Basissubsidie beheermaatregelen
DVR000000017|True|Aanvullende subsidie bosomvorming|Aanvullende subsidie bosomvorming
DVR000000018|True|Kmo-portefeuille|Kmo-portefeuille
DVR000000019|True|Subsidie ikv agromilieumaatregelen|Subsidie ikv agromilieumaatregelen
DVR000000020|True|Facultatieve subsidie|Facultatieve subsidie
DVR000000021|True|Deelname buitenlandse beurs of niche-evenement|Deelname buitenlandse beurs of niche-evenement
DVR000000022|True|Erkenning en subsidiëring van voorzieningen van de bijzondere jeugdbijstand|Erkenning en subsidiëring van voorzieningen van de bijzondere jeugdbijstand
DVR000000023|True|Subsidies voor innovatieve projecten ikv duurzaam materialenbeheer|Subsidies voor innovatieve projecten ikv duurzaam materialenbeheer
DVR000000024|True|Erkenning en subsidiëring van sociaal-toeristische verenigingen|Erkenning en subsidiëring van sociaal-toeristische verenigingen
DVR000000025|True|Verplaatsings- en verblijfskosten ikv toeleiding|Verplaatsings- en verblijfskosten ikv toeleiding
DVR000000026|True|Exploitatiesubsidies havens|Exploitatiesubsidies havens
DVR000000027|True|Vitamine C|Vitamine C
DVR000000028|True|Vlaamse renovatiepremie (RENO)|Vlaamse renovatiepremie (RENO)
DVR000000029|True|Ziekenhuizen - strategisch forfait - kapitaal|Ziekenhuizen - strategisch forfait - kapitaal
DVR000000030|True|Ziekenhuizen - strategisch forfait - intrest|Ziekenhuizen - strategisch forfait - intrest
DVR000000031|True|Subsidies experimenteel sportbeleid|Subsidies experimenteel sportbeleid
DVR000000032|True|Nominatieve subsidies|Nominatieve subsidies
DVR000000033|True|Subsidies internationale sportprojecten|Subsidies internationale sportprojecten
DVR000000034|True|Subsidiëring evenementen - cat. A|Subsidiëring evenementen - cat. A
DVR000000035|True|Subsidiëring evenementen - cat. B|Subsidiëring evenementen - cat. B
DVR000000036|True|Subsidiëring evenementen - cat. C|Subsidiëring evenementen - cat. C
DVR000000037|True|Subsidiëring evenementen - cat. D|Subsidiëring evenementen - cat. D
DVR000000038|True|Dotatie aan het agentschap Sport Vlaanderen voor topsport|Dotatie aan het agentschap Sport Vlaanderen voor topsport
DVR000000039|True|Investeringsdotatie aan Sport Vlaanderen voor Topsportinfrastructuur centra|Investeringsdotatie aan Sport Vlaanderen voor Topsportinfrastructuur centra
DVR000000040|True|Decreet erkenning/subsidiëring Georganiseerde Sportsector|Decreet erkenning/subsidiëring Georganiseerde Sportsector
DVR000000041|True|Decretale subsidiëring Lokaal Sportbeleid|Decretale subsidiëring Lokaal Sportbeleid
DVR000000042|True|Decretale subsidiëring Sport in het Hoger Onderwijs|Decretale subsidiëring Sport in het Hoger Onderwijs
DVR000000043|True|Decretale subsidiëring in het kader van het decreet op de tewerkstelling in de sport|Decretale subsidiëring in het kader van het decreet op de tewerkstelling in de sport
DVR000000044|True|Investeringskredieten Lokale Besturen mbt het decreet inhaalbeweging sportinfrastructuur via alternatieve financiering|Investeringskredieten Lokale Besturen mbt het decreet inhaalbeweging sportinfrastructuur via alternatieve financiering
DVR000000045|True|Investeringskredieten Topsportinfrastructuur|Investeringskredieten Topsportinfrastructuur
DVR000000046|True|Investeringskredieten sportinfrastructuur Lokale Besturen|Investeringskredieten sportinfrastructuur Lokale Besturen
DVR000000047|True|Investeringskredieten financiering voetbalstadions|Investeringskredieten financiering voetbalstadions
DVR000000048|True|Ondersteuning openstellen Schoolsportinfrastructuur experimenteel sportbeleid|Ondersteuning openstellen Schoolsportinfrastructuur experimenteel sportbeleid
DVR000000049|True|Ondersteuning Beleidsrelevant wetenschappelijk onderzoek|Ondersteuning Beleidsrelevant wetenschappelijk onderzoek
DVR000000050|True|Investeringsbijdrage uitvoering globaal sportinfrastructuurplan Vlaanderen voor bovenlokale sportinfrastructuur|Investeringsbijdrage uitvoering globaal sportinfrastructuurplan Vlaanderen voor bovenlokale sportinfrastructuur
DVR000000051|True|Facultatieve project- of werkingssubsidies aan een niet-prioritaire onroerenderfgoedpartner|Facultatieve project- of werkingssubsidies aan een niet-prioritaire onroerenderfgoedpartner
DVR000000052|True|Subsidies aan prioritaire onroerenderfgoedpartners|Subsidies aan prioritaire onroerenderfgoedpartners
DVR000000053|True|Premie beheersplannen in beschermde landschappen|Premie beheersplannen in beschermde landschappen
DVR000000054|True|Erfgoedpremie|Erfgoedpremie
DVR000000055|True|Erfgoedpremie meerjarenovereenkomst|Erfgoedpremie meerjarenovereenkomst
DVR000000056|True|Onderhouds- of landschapspremie voor beschermde landschappen|Onderhouds- of landschapspremie voor beschermde landschappen
DVR000000057|True|Onderhoudspremie voor beschermde monumenten|Onderhoudspremie voor beschermde monumenten
DVR000000058|True|Onderzoekspremie|Onderzoekspremie
DVR000000059|True|Premie voor varend erfgoed - BVR van 4/6/2004|Premie voor varend erfgoed - BVR van 4/6/2004
DVR000000060|True|Premie voor varend erfgoed - BVR van 27/11/2015|Premie voor varend erfgoed - BVR van 27/11/2015
DVR000000061|True|Restauratiepremie|Restauratiepremie
DVR000000062|True|Algemene werkingssubsidies erkende intergemeentelijke onroerenderfgoeddiensten|Algemene werkingssubsidies erkende intergemeentelijke onroerenderfgoeddiensten
DVR000000063|True|Algemene werkingssubsidies erkende onroerenderfgoeddepots|Algemene werkingssubsidies erkende onroerenderfgoeddepots
DVR000000064|True|Subsidie in functie van een beheersovereenkomst|Subsidie in functie van een beheersovereenkomst
DVR000000065|True|Projectsubsidie voor educatie en publiekswerking|Projectsubsidie voor educatie en publiekswerking
DVR000000066|True|Projectsubsidie voor vervolgonderzoek archeologie|Projectsubsidie voor vervolgonderzoek archeologie
DVR000000067|True|Subsidie erkende archeologiefondsen|Subsidie erkende archeologiefondsen
DVR000000070|True|Aanvullende subsidie soorten|Aanvullende subsidie soorten
DVR000000071|True|Aanvullende subsidie opvolging resultaatsindicatoren|Aanvullende subsidie opvolging resultaatsindicatoren
DVR000000073|True|Projectsubsidie aankoop moo bebossing|Projectsubsidie aankoop moo bebossing
DVR000000074|True|Projectsubsidie natuur|Projectsubsidie natuur
DVR000000075|True|Restfinanciering Life|Restfinanciering Life
DVR000000076|True|Subsidies om terreinen toegankelijk te maken en te houden|Subsidies om terreinen toegankelijk te maken en te houden
DVR000000077|True|Projectsubsidies openstelling|Projectsubsidies openstelling
DVR000000078|True|Subsidies voor de werking van de onthaalpoorten|Subsidies voor de werking van de onthaalpoorten
DVR000000079|True|Subsidies voor de opmaak van een beheerplan|Subsidies voor de opmaak van een beheerplan
DVR000000080|True|Groenjobs|Groenjobs
DVR000000081|True|Projectsubsidies Natuur in je Buurt|Projectsubsidies Natuur in je Buurt
DVR000000082|True|Projectsubsidies VSGB|Projectsubsidies VSGB
DVR000000083|True|Bebossing/herbebossing/inkomenssteun|Bebossing/herbebossing/inkomenssteun
DVR000000084|True|Subsidies bevordering en uitvoering beleid|Subsidies bevordering en uitvoering beleid
DVR000000085|True|Ondersteuning wildbeheereenheden|Ondersteuning wildbeheereenheden
DVR000000086|True|Ondersteuning VOC's|Ondersteuning VOC's
DVR000000087|True|Draagvlakverbreding voor natuur bij landbouwers|Draagvlakverbreding voor natuur bij landbouwers
DVR000000088|True|Subsidie voor openstellen bos|Subsidie voor openstellen bos
DVR000000089|True|Subsidie ecologische bosfunctie|Subsidie ecologische bosfunctie
DVR000000090|True|Subsidie erkende natuurreservaten|Subsidie erkende natuurreservaten
DVR000000091|True|Natuurprojectovereenkomst|Natuurprojectovereenkomst
DVR000000093|True|Jachtfonds|Jachtfonds
DVR000000094|True|Visserijfonds|Visserijfonds
DVR000000095|True|Natuurinrichting|Natuurinrichting
DVR000000098|True|Subsidies aan het Vlaams Netwerk van verenigingen waar armen het woord nemen|Subsidies aan het Vlaams Netwerk van verenigingen waar armen het woord nemen
DVR000000099|True|Subsidies aan instituten voor samenlevingsopbouw|Subsidies aan instituten voor samenlevingsopbouw
DVR000000100|True|Subsidies aan autonoom vrijwilligerswerk in de zorgsector|Subsidies aan autonoom vrijwilligerswerk in de zorgsector
DVR000000101|True|Subsidies aan voorzieningen algemeen welzijnswerk|Subsidies aan voorzieningen algemeen welzijnswerk
DVR000000102|True|Subsidies aan centra voor tele-onthaal|Subsidies aan centra voor tele-onthaal
DVR000000103|True|Subsidies aan samenwerkingsverbanden schuldhulpverlening|Subsidies aan samenwerkingsverbanden schuldhulpverlening
DVR000000104|True|Subsidies juridische eerstelijnsbijstand|Subsidies juridische eerstelijnsbijstand
DVR000000105|True|Structurele werkingssubsidies Welzijn en Samenleving|Structurele werkingssubsidies Welzijn en Samenleving
DVR000000106|True|Projectsubsidies in het kader van armoedebestrijding|Projectsubsidies in het kader van armoedebestrijding
DVR000000107|True|Projectsubsidies in het kader van samenlevingsopbouw|Projectsubsidies in het kader van samenlevingsopbouw
DVR000000108|True|Projectsubsidies in het kader van het algemeen welzijnswerk|Projectsubsidies in het kader van het algemeen welzijnswerk
DVR000000109|True|Facultatieve subsidies in het kader van lidmaatschap voor internationale organisaties|Facultatieve subsidies in het kader van lidmaatschap voor internationale organisaties
DVR000000110|True|Subsidies in het kader van het welzijnsbeleid|Subsidies in het kader van het welzijnsbeleid
DVR000000111|True|Subsidies Vlaams intersectoraal akkoord social profit|Subsidies Vlaams intersectoraal akkoord social profit
DVR000000112|True|Subsidies justitieel beleid|Subsidies justitieel beleid
DVR000000113|True|Werkingssubsidie aan de Vlaamse Ouderenraad|Werkingssubsidie aan de Vlaamse Ouderenraad
DVR000000114|True|Subsidies ter stimulering van een inclusief lokaal ouderenbeleid en de beleidsparticipatie van ouderen|Subsidies ter stimulering van een inclusief lokaal ouderenbeleid en de beleidsparticipatie van ouderen
DVR000000115|True|Subsidies aan de Vlaamse organisatie ter ondersteuning van welzijnsbevordering en samenlevingsopbouw|Subsidies aan de Vlaamse organisatie ter ondersteuning van welzijnsbevordering en samenlevingsopbouw
DVR000000116|True|Subsidies aan het Steunpunt welzijn, volksgezondheid en gezin|Subsidies aan het Steunpunt welzijn, volksgezondheid en gezin
DVR000000117|True|Subsidies aan het centrum kwaliteitsbewaking|Subsidies aan het centrum kwaliteitsbewaking
DVR000000118|True|Projectsubsidies in het kader van de integrale jeugdhulpverlening|Projectsubsidies in het kader van de integrale jeugdhulpverlening
DVR000000119|True|Subsidies in het kader van het strategisch plan autisme|Subsidies in het kader van het strategisch plan autisme
DVR000000120|True|Subsidies in het kader van Flanders' care|Subsidies in het kader van Flanders' care
DVR000000123|True|Subsidies alternatieve financiering - 2006|Subsidies alternatieve financiering - 2006
DVR000000124|True|Infrastructuurforfait personen met een handicap|Infrastructuurforfait personen met een handicap
DVR000000125|True|Infrastructuurforfait ouderen|Infrastructuurforfait ouderen
DVR000000126|True|Subsidies ziekenhuizen - A1/A3|Subsidies ziekenhuizen - A1/A3
DVR000000127|True|Ziekenhuizen - instandhoudingsforfait (incl. toestelfinanciering)|Ziekenhuizen - instandhoudingsforfait (incl. toestelfinanciering)
DVR000000128|True|Subsidies klimaatmaatregelen|Subsidies klimaatmaatregelen
DVR000000129|True|Subsidies duurzame investeringen|Subsidies duurzame investeringen
DVR000000130|True|Subsidies klassieke sectoren|Subsidies klassieke sectoren
DVR000000133|True|Subsidie aan pleegzorg|Subsidie aan pleegzorg
DVR000000134|True|Subsidie aan Ondersteuningsteam Allochtonen|Subsidie aan Ondersteuningsteam Allochtonen
DVR000000135|True|Subsidie aan psychiatrische klinieken voor de opvang van minderjarigen|Subsidie aan psychiatrische klinieken voor de opvang van minderjarigen
DVR000000136|True|Subsidie aan (school)internaten voor de opvang van minderjarigen|Subsidie aan (school)internaten voor de opvang van minderjarigen
DVR000000137|True|Subsidie Intersectoraal Prioritair toe te wijzen Hulpvragen|Subsidie Intersectoraal Prioritair toe te wijzen Hulpvragen
DVR000000138|True|Subsidie aan zorgnetwerken|Subsidie aan zorgnetwerken
DVR000000139|True|Subsidies Sociale acties - plaatsingsvermijdend|Subsidies Sociale acties - plaatsingsvermijdend
DVR000000140|True|Projectsubsidies Jongerenwelzijn in kader vluchtelingen|Projectsubsidies Jongerenwelzijn in kader vluchtelingen
DVR000000141|True|Projectsubsidies Jongerenwelzijn|Projectsubsidies Jongerenwelzijn
DVR000000142|True|Subsidies wetenschappelijk onderzoek voor erkende voorzieningen, pleegzorg en gelijkgestelde voorzieningen|Subsidies wetenschappelijk onderzoek voor erkende voorzieningen, pleegzorg en gelijkgestelde voorzieningen
DVR000000145|True|Vlaamse verbeterings- en aanpassingspremie (VAP)|Vlaamse verbeterings- en aanpassingspremie (VAP)
DVR000000146|True|Huursubsidie|Huursubsidie
DVR000000147|True|Huurpremie|Huurpremie
DVR000000148|True|Subsidies / ondersteuning voor personeels- en werkingskosten aan sociale verhuurkantoren|Subsidies / ondersteuning voor personeels- en werkingskosten aan sociale verhuurkantoren
DVR000000149|True|Subsidies aan huurdersorganisaties|Subsidies aan huurdersorganisaties
DVR000000150|True|Subsidies voor taalcursussen in het kader van het sociaal huurstelsel|Subsidies voor taalcursussen in het kader van het sociaal huurstelsel
DVR000000151|True|Ondersteuning van aanvullende tewerkstelling in de sector wonen|Ondersteuning van aanvullende tewerkstelling in de sector wonen
DVR000000152|True|Subsidie VHP (Vlaams Huurdersplatform VZW)|Subsidie VHP (Vlaams Huurdersplatform VZW)
DVR000000153|True|Toelage agentschap voor grond- en woonbeleid in Vlaams Brabant|Toelage agentschap voor grond- en woonbeleid in Vlaams Brabant
DVR000000154|True|GESCO'S VOOR SHM'S, SVK's en Huurdersbonden|GESCO'S VOOR SHM'S, SVK's en Huurdersbonden
DVR000000155|True|Huurvermindering|Huurvermindering
DVR000000156|True|Huurcompensatie|Huurcompensatie
DVR000000157|True|Alternatieve financiering|Alternatieve financiering
DVR000000158|True|Verhuurdersorganisaties|Verhuurdersorganisaties
DVR000000159|True|Ondersteuning lokaal woonbeleid|Ondersteuning lokaal woonbeleid
DVR000000160|True|Subsidie voor investeringen in residentiële woonwagenterreinen en doortrekkersterreinen voor woonwagenbewoners|Subsidie voor investeringen in residentiële woonwagenterreinen en doortrekkersterreinen voor woonwagenbewoners
DVR000000161|True|Subsidie aan het Steunpunt Wonen|Subsidie aan het Steunpunt Wonen
DVR000000162|True|Ondersteuning van initiatieven die bijdragen tot het huisvestingsbeleid (Fonds voor de Huisvesting)|Ondersteuning van initiatieven die bijdragen tot het huisvestingsbeleid (Fonds voor de Huisvesting)
DVR000000163|True|Compensatie minder-inkomsten voor de bijstelling van de onroerende voorheffing|Compensatie minder-inkomsten voor de bijstelling van de onroerende voorheffing
DVR000000164|True|Verzekering gewaarborgd wonen|Verzekering gewaarborgd wonen
DVR000000165|True|Tussenkomst in de huurlasten (Fonds voor de uithuiszettingen)|Tussenkomst in de huurlasten (Fonds voor de uithuiszettingen)
DVR000000166|True|Tussenkomst fonds voor de financiering van het urgentieprogramma voor de sociale huisvesting (Domus Flandria)|Tussenkomst fonds voor de financiering van het urgentieprogramma voor de sociale huisvesting (Domus Flandria)
DVR000000167|True|Subsidie aan de LRM (de mijnwerkersleningen)|Subsidie aan de LRM (de mijnwerkersleningen)
DVR000000168|True|Subsidie Vlaams Woningfonds|Subsidie Vlaams Woningfonds
DVR000000169|True|Subsidie VMSW|Subsidie VMSW
DVR000000170|True|Subsidie Garantiefonds|Subsidie Garantiefonds
DVR000000171|True|Dotatie aan DAB Urgentiefonds|Dotatie aan DAB Urgentiefonds
DVR000000172|True|Dotatie aan Fonds voor de Uithuiszettingen|Dotatie aan Fonds voor de Uithuiszettingen
DVR000000175|True|Internationaal maatwerkproject|Internationaal maatwerkproject
DVR000000176|True|Ontwikkeling en vertaling van digitale internationale commerciële bedrijfscommunicatie|Ontwikkeling en vertaling van digitale internationale commerciële bedrijfscommunicatie
DVR000000177|True|Oprichting van een prospectiekantoor buiten de EU, Ijsland, Lichtenstein en Noorwegen|Oprichting van een prospectiekantoor buiten de EU, Ijsland, Lichtenstein en Noorwegen
DVR000000178|True|Prospectiereis buiten de EU, Ijsland, Lichtenstein en Noorwegen|Prospectiereis buiten de EU, Ijsland, Lichtenstein en Noorwegen
DVR000000179|True|Subsidies voor uitrustingsgoederen|Subsidies voor uitrustingsgoederen
DVR000000182|True|Subsidies Toerisme voor Allen-Verblijven|Subsidies Toerisme voor Allen-Verblijven
DVR000000183|True|Logiessubsidie: steun voor erkende toeristische logies|Logiessubsidie: steun voor erkende toeristische logies
DVR000000184|True|Impulsprogramma's toeristische hefboomprojecten|Impulsprogramma's toeristische hefboomprojecten
DVR000000185|True|Impulsprogramma Iedereen verdient vakantie|Impulsprogramma Iedereen verdient vakantie
DVR000000186|True|Management Ondersteuningspunten|Management Ondersteuningspunten
DVR000000187|True|Strategisch Actieplan Limbrug in het Kwadraat (SALK)|Strategisch Actieplan Limbrug in het Kwadraat (SALK)
DVR000000188|True|Tewerkstellingsprojecten|Tewerkstellingsprojecten
DVR000000189|True|Ad nominatim subsidies|Ad nominatim subsidies
DVR000000192|True|Subsidies in het kader van de circulaire economie|Subsidies in het kader van de circulaire economie
DVR000000193|True|Subsidies aan erkende kringloopcentra|Subsidies aan erkende kringloopcentra
DVR000000194|True|Subsidie verwerking krengen|Subsidie verwerking krengen
DVR000000195|True|Subsidies voor preventie en beheer van het huishoudelijk verpakkingsafval (Werkplan halve euro)|Subsidies voor preventie en beheer van het huishoudelijk verpakkingsafval (Werkplan halve euro)
DVR000000196|True|Subsidies ikv zwerfvuilbeleid|Subsidies ikv zwerfvuilbeleid
DVR000000197|True|Subsidies bodemsanering|Subsidies bodemsanering
DVR000000198|True|Bedrijfsspecifieke overeenkomsten met bedrijven|Bedrijfsspecifieke overeenkomsten met bedrijven
DVR000000199|True|Subsidie voor sanering van een ernstige historische verontreiniging|Subsidie voor sanering van een ernstige historische verontreiniging
DVR000000202|True|Subsidie ikv biologische productiemethode (hectaresteun)|Subsidie ikv biologische productiemethode (hectaresteun)
DVR000000203|True|Subsidie voor boslandbouwsystemen (agroforestry)|Subsidie voor boslandbouwsystemen (agroforestry)
DVR000000204|True|Subsidie voor landbouwvormingsactiviteiten|Subsidie voor landbouwvormingsactiviteiten
DVR000000205|True|Subsidie voor demonstratieprojecten|Subsidie voor demonstratieprojecten
DVR000000206|True|Subsidie voor EIP-Operationele Groepen|Subsidie voor EIP-Operationele Groepen
DVR000000207|True|Subsidie ikv Kratos/bedrijfsadvies|Subsidie ikv Kratos/bedrijfsadvies
DVR000000208|True|Subsidie voor oprichting producentenorganisaties|Subsidie voor oprichting producentenorganisaties
DVR000000209|True|Subsidie ikv bijenteeltprogramma|Subsidie ikv bijenteeltprogramma
DVR000000210|True|Subsidie ikv Europese schoolfruit, -groenten en -melkregeling|Subsidie ikv Europese schoolfruit, -groenten en -melkregeling
DVR000000211|True|Subsidie voor zorgboerderijen|Subsidie voor zorgboerderijen
DVR000000212|True|Subsidie voor fokkerij|Subsidie voor fokkerij
DVR000000213|True|Subsidie voor bedrijfsadvisering biologische landbouw|Subsidie voor bedrijfsadvisering biologische landbouw
DVR000000214|True|Subsidie voor controlekosten biologische landbouw|Subsidie voor controlekosten biologische landbouw
DVR000000215|True|Subsidie voor landbouwcomicen|Subsidie voor landbouwcomicen
DVR000000216|True|Subsidie voor praktijkcentra land- en tuinbouw|Subsidie voor praktijkcentra land- en tuinbouw
DVR000000217|True|Werkingssubsidie voor VLAM (Vlaams Centrum voor Agro- en Visserijmarketing)|Werkingssubsidie voor VLAM (Vlaams Centrum voor Agro- en Visserijmarketing)
DVR000000218|True|Werkingssubsidie voor Boeren op een Kruispunt vzw|Werkingssubsidie voor Boeren op een Kruispunt vzw
DVR000000219|True|Werkingssubsidie voor Bioforum Vlaanderen vzw|Werkingssubsidie voor Bioforum Vlaanderen vzw
DVR000000220|True|Subsidie ikv landbouweducatie|Subsidie ikv landbouweducatie
DVR000000221|True|Subsidie ikv stimulering biologische landbouw|Subsidie ikv stimulering biologische landbouw
DVR000000222|True|Subsidie ikv land- en tuinbouwbeleid|Subsidie ikv land- en tuinbouwbeleid
DVR000000225|True|Kmo-groeisubsidie|Kmo-groeisubsidie
DVR000000226|True|Ontwikkelingsproject|Ontwikkelingsproject
DVR000000227|True|Onderzoeksproject|Onderzoeksproject
DVR000000228|True|Strategische transformatiesteun (STS)|Strategische transformatiesteun (STS)
DVR000000229|True|Ecologisch en veilig transport|Ecologisch en veilig transport
DVR000000230|True|Ecologiepremie plus|Ecologiepremie plus
DVR000000231|True|Strategische ecologiesteun (STRES)|Strategische ecologiesteun (STRES)
DVR000000232|True|Compensatie indirecte emissiekosten|Compensatie indirecte emissiekosten
DVR000000233|True|Hinderpremie|Hinderpremie
DVR000000234|True|Sluitingspremie|Sluitingspremie
DVR000000235|True|Innovatiemandaten|Innovatiemandaten
DVR000000236|True|Baekeland-mandaat|Baekeland-mandaat
DVR000000237|True|Screen Flanders|Screen Flanders
DVR000000238|True|Bedrijventerreinen|Bedrijventerreinen
DVR000000239|True|Bedrijventerreinmanagement|Bedrijventerreinmanagement
DVR000000240|True|Beveiliging bedrijventerreinen|Beveiliging bedrijventerreinen
DVR000000241|True|Incubatoren|Incubatoren
DVR000000242|True|Bedrijvencentra en doorgangsgebouwen|Bedrijvencentra en doorgangsgebouwen
DVR000000243|True|VIS-trajecten voor innovatievolgers|VIS-trajecten voor innovatievolgers
DVR000000244|True|Innovatieclusters (speerpunt + IBN)|Innovatieclusters (speerpunt + IBN)
DVR000000245|True|Tetra|Tetra
DVR000000246|True|Subsidies voor landbouwtrajecten|Subsidies voor landbouwtrajecten
DVR000000247|True|KMO-haalbaarheidsstudie|KMO-haalbaarheidsstudie
DVR000000248|True|KMO-innovatieprojecten|KMO-innovatieprojecten
DVR000000249|True|Sprint-Project|Sprint-Project
DVR000000250|True|O&O-bedrijfsproject|O&O-bedrijfsproject
DVR000000251|True|Transformationeel geneeskundig onderzoek|Transformationeel geneeskundig onderzoek
DVR000000252|True|VIS-Trajecten|VIS-Trajecten
DVR000000253|True|Inkomenscompensatievergoeding - Vlaams Gewest|Inkomenscompensatievergoeding - Vlaams Gewest
DVR000000254|True|Rentetoelage voor hinder bij openbare werken|Rentetoelage voor hinder bij openbare werken
DVR000000255|True|VIS-collectief onderzoek|VIS-collectief onderzoek
DVR000000258|True|Facultatieve subsidie MBM|Facultatieve subsidie MBM
DVR000000259|True|Subsidies in kader van het decreet mobiliteitsbeleid – Mobiliteitscharter|Subsidies in kader van het decreet mobiliteitsbeleid – Mobiliteitscharter
DVR000000260|True|Investeringssubsidies havens|Investeringssubsidies havens
DVR000000263|True|Facultatieve subsidie DAV|Facultatieve subsidie DAV
DVR000000264|True|Facultatieve subsidie Hinterlandconnectiviteit|Facultatieve subsidie Hinterlandconnectiviteit
DVR000000265|True|Facultatieve subsidie ontwikkelingssamenwerking|Facultatieve subsidie ontwikkelingssamenwerking
DVR000000266|True|Subsidies decreet personenvervoer|Subsidies decreet personenvervoer
DVR000000267|True|Subsidies luchthavens LOM-LEM decreet|Subsidies luchthavens LOM-LEM decreet
DVR000000268|True|Subsidies mobiliteitsverenigingen|Subsidies mobiliteitsverenigingen
DVR000000269|True|Subsidies ter compensatie van de openbaredienstverplichting tot het vervoer van personen met een handicap of een ernstig beperkte mobiliteit|Subsidies ter compensatie van de openbaredienstverplichting tot het vervoer van personen met een handicap of een ernstig beperkte mobiliteit
DVR000000270|True|Subsidies Oprichting Vlaamse Stichting voor Verkeerskunde|Subsidies Oprichting Vlaamse Stichting voor Verkeerskunde
DVR000000273|True|Thema overschrijdend - internationalisering|Thema overschrijdend - internationalisering
DVR000000274|True|Thema overschrijdend - beleidsmonitoring/studies/evaluaties/adviezen|Thema overschrijdend - beleidsmonitoring/studies/evaluaties/adviezen
DVR000000275|True|Thema overschrijdend - EX FFEU|Thema overschrijdend - EX FFEU
DVR000000276|True|Toegang tot financiering voor ondernemingen - economisch overheidsinstrumentarium|Toegang tot financiering voor ondernemingen - economisch overheidsinstrumentarium
DVR000000277|True|Domeinspecifiek fundamenteel wetenschappelijk onderzoek|Domeinspecifiek fundamenteel wetenschappelijk onderzoek
DVR000000278|True|Onderzoeksinfrastructuur - Lissabonstrategie|Onderzoeksinfrastructuur - Lissabonstrategie
DVR000000279|True|Post Initieel Onderwijs|Post Initieel Onderwijs
DVR000000280|True|Brugfunctie tussen fundamenteel en toegepast onderzoek|Brugfunctie tussen fundamenteel en toegepast onderzoek
DVR000000281|True|Wetenschapspopularisering en -communicatie - sensibiliseren en samenleving|Wetenschapspopularisering en -communicatie - sensibiliseren en samenleving
DVR000000284|True|Toeleiding naar zorg en ondersteuning en naar hulpmiddelen|Toeleiding naar zorg en ondersteuning en naar hulpmiddelen
DVR000000285|True|Schoolopleiding (reiskosten)|Schoolopleiding (reiskosten)
DVR000000286|True|Hulpmiddelen|Hulpmiddelen
DVR000000287|True|Financieren van rechtstreeks toegankelijke zorg en ondersteuning|Financieren van rechtstreeks toegankelijke zorg en ondersteuning
DVR000000288|True|Terugvorderbaar vs PVB/PAB werkkapitaal minderjarigen (esr 83): PAB werkkapitaal minderjarigen|Terugvorderbaar vs PVB/PAB werkkapitaal minderjarigen (esr 83): PAB werkkapitaal minderjarigen
DVR000000289|True|Terugvorderbaar vs PVB/PAB werkkapitaal minderjarigen (esr 83): PVB terugvorderbare voorschotten|Terugvorderbaar vs PVB/PAB werkkapitaal minderjarigen (esr 83): PVB terugvorderbare voorschotten
DVR000000290|True|PVB cash-besteding|PVB cash-besteding
DVR000000291|True|PAB budgetten|PAB budgetten
DVR000000292|True|PVB voucher-besteding|PVB voucher-besteding
DVR000000293|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: MFC|Financiering zorg via organisaties die zorg en ondersteuning bieden: MFC
DVR000000294|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: PVC minderjarigen|Financiering zorg via organisaties die zorg en ondersteuning bieden: PVC minderjarigen
DVR000000295|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: IPH (prioritaire hulp minderjarigen)|Financiering zorg via organisaties die zorg en ondersteuning bieden: IPH (prioritaire hulp minderjarigen)
DVR000000296|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: PVB organisatiegebonden kosten|Financiering zorg via organisaties die zorg en ondersteuning bieden: PVB organisatiegebonden kosten
DVR000000297|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: vergoedingen via instellingen buiten Vlaanderen|Financiering zorg via organisaties die zorg en ondersteuning bieden: vergoedingen via instellingen buiten Vlaanderen
