Id|ExportNaarOrafin|NaamAflopend sorteren|ipdc-ID-link|Alternatieve naam ipdc (=titel)
DVR000002641|False|Projectsubsidie voor jongeren|997|Projectsubsidie voor jongeren
DVR000002642|False|Aanvraag voor het plaatsen van een tijdelijke fietsenstalling|999|Aanvraag voor het plaatsen van een tijdelijke fietsenstalling
DVR000002643|False|Aanvraag voor het plaatsen van een permanente fietsenstalling|1000|Aanvraag voor het plaatsen van een permanente fietsenstalling
DVR000002644|False|Fietsregistratie op een evenement|1003|Fietsregistratie op een evenement
DVR000002645|False|Belasting op vaste reclame zichtbaar van op de openbare weg|1015|Belasting op vaste reclame zichtbaar van op de openbare weg
DVR000002646|False|Beerputten ruimen|1026|Beerputten ruimen
DVR000002647|False|Premie voor klein comfort in uw woning|1029|Premie voor klein comfort in uw woning
DVR000002648|False|Aankopen van kippen|1035|Aankopen van kippen
DVR000002649|False|Belasting op het aansluiten op de openbare riolering|1037|Belasting op het aansluiten op de openbare riolering
DVR000002650|False|Beveiligingsadvies van woningen|1069|Beveiligingsadvies van woningen
DVR000002651|False|Subsidie voor preventieprojecten in scholen|1070|Subsidie voor preventieprojecten in scholen
DVR000002652|False|Labelen van fietsen|1071|Labelen van fietsen
DVR000002653|False|Premie voor de aanleg van een voetpad op het openbaar domein|1080|Premie voor de aanleg van een voetpad op het openbaar domein
DVR000002654|False|Premie voor een rookmelder|1096|Premie voor een rookmelder
DVR000002655|False|Premie voor binneninrichting van winkels|1106|Premie voor binneninrichting van winkels
DVR000002656|False|Gevelrenovatiepremie|1108|Gevelrenovatiepremie
DVR000002657|False|Huisnummer|1116|Huisnummer
DVR000002658|False|Subsidie voor het organiseren van lokale economische initiatieven|1120|Subsidie voor het organiseren van lokale economische initiatieven
DVR000002659|False|Vergunning voor het laden en lossen|1122|Vergunning voor het laden en lossen
DVR000002660|False|Belasting op het geven van een filmvoorstelling|1125|Belasting op het geven van een filmvoorstelling
DVR000002661|False|Belasting op het verstrekken van logies|1127|Belasting op het verstrekken van logies
DVR000002662|False|Huisnummerplaatje|1128|Huisnummerplaatje
DVR000002663|False|Stage- en leerwerkplaatsen bij de Vlaamse overheid|1129|Stage- en leerwerkplaatsen bij de Vlaamse overheid
DVR000002664|False|Een diploma secundair onderwijs behalen|1131|Een diploma secundair onderwijs behalen
DVR000002665|False|Een getuigschrift basisonderwijs behalen|1132|Een getuigschrift basisonderwijs behalen
DVR000002666|False|Energielening|1134|Energielening
DVR000002667|False|Belastingvermindering voor de enige en eigen woning (woonbonus)|1135|Belastingvermindering voor de enige en eigen woning (woonbonus)
DVR000002668|False|Vergunning beenhouwer-spekslager|1139|Vergunning beenhouwer-spekslager
DVR000002669|False|Machtiging tot het uitoefenen van kermisactiviteiten|1140|Machtiging tot het uitoefenen van kermisactiviteiten
DVR000002670|False|Gratis IE-scan|1141|Gratis IE-scan
DVR000002671|False|Advies voor ondernemers over aangewezen financieringsmix - Finmix|1142|Advies voor ondernemers over aangewezen financieringsmix - Finmix
DVR000002672|False|Trajectbegeleiding innovatieve start-ups en scale-ups|1143|Trajectbegeleiding innovatieve start-ups en scale-ups
DVR000002673|False|Ongeschikt of onbewoonbaar verklaren van een woning|1151|Ongeschikt of onbewoonbaar verklaren van een woning
DVR000002674|False|Inclusief Onderwijs (ION-begeleiding)|1212|Inclusief Onderwijs (ION-begeleiding)
DVR000002675|False|Werkloosheidsuitkering|1213|Werkloosheidsuitkering
DVR000002676|False|Toeslag bij de kinderbijslag voor eenoudergezinnen|1214|Toeslag bij de kinderbijslag voor eenoudergezinnen
DVR000002677|False|Toeslag op de kinderbijslag voor kinderen met een handicap|1215|Toeslag op de kinderbijslag voor kinderen met een handicap
DVR000002678|False|Inschakelingsuitkering voor werkzoekende schoolverlaters|1216|Inschakelingsuitkering voor werkzoekende schoolverlaters
DVR000002679|False|Stemmen met een volmacht|1217|Stemmen met een volmacht
DVR000002680|False|Ouderschapsverlof|1225|Ouderschapsverlof
DVR000002681|False|Auteursrecht|1227|Auteursrecht
DVR000002682|False|Examens ondernemersvaardigheden bij de Centrale Examencommissie|1228|Examens ondernemersvaardigheden bij de Centrale Examencommissie
DVR000002683|False|Octrooi of patent|1232|Octrooi of patent
DVR000002684|False|Vermindering erfbelasting bij overdracht van familiale ondernemingen en vennootschappen|1234|Vermindering erfbelasting bij overdracht van familiale ondernemingen en vennootschappen
DVR000002685|False|Erasmus voor jonge ondernemers|1238|Erasmus voor jonge ondernemers
DVR000002686|False|Vrijstelling van schenkbelasting voor de overdracht van familiale ondernemingen en vennootschappen|1239|Vrijstelling van schenkbelasting voor de overdracht van familiale ondernemingen en vennootschappen
DVR000002687|False|Vrijstelling van erfbelasting voor de wettelijke terugkeer van schenkingen|1240|Vrijstelling van erfbelasting voor de wettelijke terugkeer van schenkingen
DVR000002688|False|Stedenbouwkundig uittreksel|1241|Stedenbouwkundig uittreksel
DVR000002689|False|Bijstand van een tolk voor dove of slechthorende werknemers, zelfstandigen en werkzoekenden met een arbeidshandicap|1246|Bijstand van een tolk voor dove of slechthorende werknemers, zelfstandigen en werkzoekenden met een arbeidshandicap
DVR000002690|False|Tegemoetkoming voor arbeidsgereedschap, -kleding en arbeidspostaanpassingen|1247|Tegemoetkoming voor arbeidsgereedschap, -kleding en arbeidspostaanpassingen
DVR000002691|False|Belastingvermindering voor beveiligen van woningen|1253|Belastingvermindering voor beveiligen van woningen
DVR000002692|False|Cambio-voordeel bij jaarbonnement van De Lijn|1312|Cambio-voordeel bij jaarbonnement van De Lijn
DVR000002693|False|Melden van gezondheidsproblemen bij honden na aankoop|1325|Melden van gezondheidsproblemen bij honden na aankoop
DVR000002694|False|Vrijstelling van de belasting op inverkeerstelling (BIV) en de verkeersbelasting (VKB) voor personen met een handicap|1327|Vrijstelling van de belasting op inverkeerstelling (BIV) en de verkeersbelasting (VKB) voor personen met een handicap
DVR000002695|False|Erkenning voor het houden van een zoogdier dat niet op de positieve lijst staat|1336|Erkenning voor het houden van een zoogdier dat niet op de positieve lijst staat
DVR000002696|False|Vrijstelling van bepaalde werkloosheidsverplichtingen bij volgen van opleiding die voorbereidt op zelfstandig beroep|1337|Vrijstelling van bepaalde werkloosheidsverplichtingen bij volgen van opleiding die voorbereidt op zelfstandig beroep
DVR000002697|False|Vergunning voor een collecte|1338|Vergunning voor een collecte
DVR000002698|False|Toelating tot crematie|1339|Toelating tot crematie
DVR000002699|False|Kinderopvangtoeslag voor alleenstaande werkzoekenden die weer aan de slag gaan|1343|Kinderopvangtoeslag voor alleenstaande werkzoekenden die weer aan de slag gaan
DVR000002700|False|Kmo-cofinanciering|1346|Cofinanciering
DVR000002701|False|Ecocheques|1347|Ecocheques
DVR000002702|False|Taxshelter voor startende ondernemingen|1348|Taxshelter voor startende ondernemingen
DVR000002703|False|Krediet voor onderzoekers voor een lang verblijf in het buitenland|1350|Krediet voor onderzoekers voor een lang verblijf in het buitenland
DVR000002704|False|Krediet voor onderzoekers voor deelname aan een workshop of een cursus in het buitenland|1351|Krediet voor onderzoekers voor deelname aan een workshop of een cursus in het buitenland
DVR000002705|False|Krediet voor een kort verblijf in het buitenland|1352|Krediet voor een kort verblijf in het buitenland
DVR000002706|False|Krediet voor deelname van onderzoekers aan congres in buitenland|1353|Krediet voor deelname van onderzoekers aan congres in buitenland
DVR000002707|False|Verplichte energieaudit voor grote ondernemingen|1354|Verplichte energieaudit voor grote ondernemingen
DVR000002708|False|Erkenning als toeristisch centrum|1361|Erkenning als toeristisch centrum
DVR000002709|False|Startbonus|1362|Startbonus
DVR000002710|False|Federale uitkering voor tijdskrediet|1366|Federale uitkering voor tijdskrediet
DVR000002711|False|Federale uitkering voor ouderschapsverlof, verlof voor medische bijstand of palliatief verlof|1368|Federale uitkering voor ouderschapsverlof, verlof voor medische bijstand of palliatief verlof
DVR000002712|False|Innovatiepremie voor creatieve werknemers|1369|Innovatiepremie voor creatieve werknemers
DVR000002713|False|Korting op treinticket voor werkzoekenden die op sollicitatiegesprek gaan|1371|Korting op treinticket voor werkzoekenden die op sollicitatiegesprek gaan
DVR000002714|False|Melding van tijdelijke afwezigheid|1373|Melding van tijdelijke afwezigheid
DVR000002715|False|Premie voor een hakselaar|1374|Premie voor een hakselaar
DVR000002716|False|Vaste standplaats op de wekelijkse markt|1376|Vaste standplaats op de wekelijkse markt
DVR000002717|False|Niet-productieve investeringssteun land- en tuinbouwers|1377|Niet-productieve investeringssteun land- en tuinbouwers
DVR000002718|False|Vergoedingen van netbeheerders bij laattijdige (her)aansluiting en stroomonderbreking|1378|Vergoedingen van netbeheerders bij laattijdige (her)aansluiting en stroomonderbreking
DVR000002719|False|Premie voor een nieuw zero-emissie-voertuig|1379|Premie voor een nieuw zero-emissie-voertuig
DVR000002720|False|Vestigingsvergunning voor een nachtwinkel|1380|Vestigingsvergunning voor een nachtwinkel
DVR000002721|False|Aangifte afwijking op de wekelijkse rustdag|1381|Aangifte afwijking op de wekelijkse rustdag
DVR000002722|False|Vergunning voor tijdelijke bewegwijzering van een manifestatie|1382|Vergunning voor tijdelijke bewegwijzering van een manifestatie
DVR000002723|False|Permanente bewegwijzering van een onderneming|1383|Permanente bewegwijzering van een onderneming
DVR000002724|False|Rattenvergif|1384|Rattenvergif
DVR000002725|False|Antireclamesticker|1386|Antireclamesticker
DVR000002726|False|Sociaal tarief voor water|1387|Sociaal tarief voor water
DVR000002727|False|Aanvraag tijdelijk parkeerverbod|1388|Aanvraag tijdelijk parkeerverbod
DVR000002728|False|Aanpassingen aan het openbaar domein|1389|Aanpassingen aan het openbaar domein
DVR000002729|False|Inname openbaar domein|1390|Inname openbaar domein
DVR000002730|False|Belasting op economische bedrijvigheid|1392|Belasting op economische bedrijvigheid
DVR000002731|False|Activeringsheffing op onbebouwde gronden|1393|Activeringsheffing op onbebouwde gronden
DVR000002732|False|Gedeeld verblijf|1394|Gedeeld verblijf
DVR000002733|False|Premie voor de installateur die een roetfilter plaatst|1395|Premie voor de installateur die een roetfilter plaatst
DVR000002734|False|Aanvraag van de vrijstelling van de kilometerheffing in Vlaanderen|1396|Aanvraag van de vrijstelling van de kilometerheffing in Vlaanderen
DVR000002735|False|Kilometerheffing voor vrachtwagens|1397|Kilometerheffing voor vrachtwagens
DVR000002736|False|Premie van de netbeheerder voor na-isolatie van een buitenmuur langs de binnenzijde|1398|Premie van de netbeheerder voor na-isolatie van een buitenmuur langs de binnenzijde
DVR000002737|False|Premie voor het plaatsen van een infiltratievoorziening|1402|Premie voor het plaatsen van een infiltratievoorziening
DVR000002738|False|Aankoop van een compostbak of compostvat|1403|Aankoop van een compostbak of compostvat
DVR000002739|False|Inleveren PMD afval|1404|Inleveren PMD afval
DVR000002740|False|Inleveren papier en karton|1405|Inleveren papier en karton
DVR000002741|False|Snoeihout verhakselen|1406|Snoeihout verhakselen
DVR000002742|False|Inleveren snoeihout|1407|Inleveren snoeihout
DVR000002743|False|Inleveren kerstboom|1408|Inleveren kerstboom
DVR000002744|False|Composteerbare zakken|1409|Composteerbare zakken
DVR000002745|False|Belasting op het huis-aan-huis verspreiden van ongeadresseerd reclamedrukwerk|1410|Belasting op het huis-aan-huis verspreiden van ongeadresseerd reclamedrukwerk
DVR000002746|False|Omgevingsvergunning|1411|Omgevingsvergunning
DVR000002747|False|Vrijstelling van doorstorting van bedrijfsvoorheffing bij investering in steunzones|1412|Vrijstelling van doorstorting van bedrijfsvoorheffing bij investering in steunzones
DVR000002748|False|Machtiging voor standplaats op kermis|1413|Machtiging voor standplaats op kermis
DVR000002749|False|Eretitel voor uitvoerende mandatarissen en raadsleden|1414|Eretitel voor uitvoerende mandatarissen en raadsleden
DVR000002750|False|Ereteken voor lokale en provinciale mandatarissen en personeel|1416|Ereteken voor lokale en provinciale mandatarissen en personeel
DVR000002751|False|Subsidie teelt van vezelvlas met verminderde bemesting|1419|Subsidie teelt van vezelvlas met verminderde bemesting
DVR000002752|False|Subsidie teelt van vezelhennep met verminderde bemesting|1420|Subsidie teelt van vezelhennep met verminderde bemesting
DVR000002753|False|Tegemoetkoming in de kosten woon-werkverkeer voor personen met een handicap|1423|Tegemoetkoming in de kosten woon-werkverkeer voor personen met een handicap
DVR000002754|False|Verplaatsingsvergoeding voor werkzoekenden die een erkende opleiding volgen|1424|Verplaatsingsvergoeding voor werkzoekenden die een erkende opleiding volgen
DVR000002755|False|Verblijfsvergoeding bij opleiding VDAB|1426|Verblijfsvergoeding bij opleiding VDAB
DVR000002756|False|Vermindering van de onroerende voorheffing voor ingrijpende energetische renovatie|1427|Vermindering van de onroerende voorheffing voor ingrijpende energetische renovatie
DVR000002757|False|Toegang tot de LEZ in Antwerpen|1428|Toegang tot de LEZ in Antwerpen
DVR000002758|False|Burenpremie voor collectieve renovatieprojecten|1431|Burenpremie voor collectieve renovatieprojecten
DVR000002759|False|Totaalrenovatiebonus van de netbeheerder (BENO-pass)|1432|Totaalrenovatiebonus van de netbeheerder (BENO-pass)
DVR000002760|False|Bevolkingsonderzoek dikkedarmkanker|1433|Bevolkingsonderzoek dikkedarmkanker
DVR000002761|False|Bevolkingsonderzoek baarmoederhalskanker|1434|Bevolkingsonderzoek baarmoederhalskanker
DVR000002762|False|Professionele erkenning van een buitenlands lerarendiploma in Vlaanderen|1435|Professionele erkenning van een buitenlands lerarendiploma in Vlaanderen
DVR000002763|False|Instaptoets lerarenopleiding|1437|Instaptoets lerarenopleiding
DVR000002764|False|Beroepsinlevingsstage (BIS)|1438|Beroepsinlevingsstage (BIS)
DVR000002765|False|Aanmelding en erkenning van een toeristisch logies|1439|Aanmelding en erkenning van een toeristisch logies
DVR000002766|False|Toegang tot de LEZ in Brussel|1441|Toegang tot de LEZ in Brussel
DVR000002767|False|Persoonlijk assistentiebudget voor personen met een handicap (PAB)|1446|Persoonlijk assistentiebudget voor personen met een handicap (PAB)
DVR000002768|False|Rechtstreeks toegankelijke hulp (RTH) voor personen met een handicap|1447|Rechtstreeks toegankelijke hulp (RTH) voor personen met een handicap
DVR000002769|False|BE-Alert waarschuwingssysteem bij noodsituaties|1449|BE-Alert waarschuwingssysteem bij noodsituaties
DVR000002770|False|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|1422|Uw handicap laten erkennen en hulp aanvragen bij het VAPH
DVR000002771|False|Bijkomende sluitingspremie|1451|Bijkomende sluitingspremie
DVR000002772|False|Afzonderlijke sluitingspremie|1452|Afzonderlijke sluitingspremie
DVR000002773|False|Sportmateriaal lenen|1453|Sportmateriaal lenen
DVR000002774|False|Bekers en medailles aanvragen voor een sportevenement|1454|Bekers en medailles aanvragen voor een sportevenement
DVR000002775|False|Een jachtplan bekijken of aanpassen|1455|Een jachtplan bekijken of aanpassen
DVR000002776|False|Ondersteuning voor leerlingen met specifieke onderwijsbehoeften|1456|Ondersteuning voor leerlingen met specifieke onderwijsbehoeften
DVR000002777|False|Herbruikbare bekers ontlenen|1457|Herbruikbare bekers ontlenen
DVR000002778|False|Niet-dringende interventies van de brandweer bij extreem weer|1458|Niet-dringende interventies van de brandweer bij extreem weer
DVR000002779|False|Erkenning als EPB-verslaggever|1459|Erkenning als EPB-verslaggever
DVR000002780|False|Vrijstelling van de jaarlijkse verkeersbelasting en de BIV voor milieuvriendelijke voertuigen|1460|Vrijstelling van de jaarlijkse verkeersbelasting en de BIV voor milieuvriendelijke voertuigen
DVR000002781|False|Gelijkwaardigheidserkenning van een buitenlands diploma of getuigschrift in Vlaanderen|1461|Gelijkwaardigheidserkenning van een buitenlands diploma of getuigschrift in Vlaanderen
DVR000002782|False|Verlaagde schenkbelasting voor een energetische renovatie van een gebouw|1462|Verlaagde schenkbelasting voor een energetische renovatie van een gebouw
DVR000002783|False|Bewegen op verwijzing|1463|Bewegen op verwijzing
DVR000002784|False|City Pass|1464|City Pass
DVR000002785|False|Voorleessoftware voor leerlingen met een leesbeperking|1465|Voorleessoftware voor leerlingen met een leesbeperking
DVR000002786|False|Europese handicapkaart of European Disability Card (EDC)|1466|Europese handicapkaart of European Disability Card (EDC)
DVR000002787|False|Passende beoordeling|1470|Passende beoordeling
DVR000002788|False|Gratis verzekering voor vrijwilligers|1471|Gratis verzekering voor vrijwilligers
DVR000002789|False|Aanpassing van de geslachtsregistratie|1472|Aanpassing van de geslachtsregistratie
DVR000002790|False|Het Groeipakket|1473|Het Groeipakket
DVR000002791|False|De voortoets|1474|De voortoets
DVR000002792|False|Erkenning als airco-energiedeskundige|1475|Erkenning als airco-energiedeskundige
DVR000002793|False|Jaarlijkse aangifte van waterverbruik (grootverbruikers)|1476|Jaarlijkse aangifte van waterverbruik (grootverbruikers)
DVR000002794|False|Energetische keuring van airconditioningsystemen|1477|Energetische keuring van airconditioningsystemen
DVR000002795|False|Rookstopbegeleiding|1478|Rookstopbegeleiding
DVR000002796|False|Ventilatiesysteem aanmelden voor de totaalrenovatiebonus (BENO-pass)|1479|Ventilatiesysteem aanmelden voor de totaalrenovatiebonus (BENO-pass)
DVR000002797|False|CurieuzeNeuzen Vlaanderen (onderzoek luchtkwaliteit)|1480|CurieuzeNeuzen Vlaanderen (onderzoek luchtkwaliteit)
DVR000002798|False|Erkenning als technicus voor klimaatregelingsapparatuur in bepaalde motorvoertuigen|1481|Erkenning als technicus voor klimaatregelingsapparatuur in bepaalde motorvoertuigen
DVR000002799|False|Wijk-werken|1482|Wijk-werken
DVR000002800|False|Attest van wettelijke samenwoning|1483|Attest van wettelijke samenwoning
DVR000002801|False|Vergoeding voor schade door slechte staat van de weg of door wegenwerken|1484|Vergoeding voor schade door slechte staat van de weg of door wegenwerken
DVR000002802|False|Attest van verblijfplaats met het oog op een huwelijk|1485|Attest van verblijfplaats met het oog op een huwelijk
DVR000002803|False|Overheidsopdrachten voor werken|1487|Overheidsopdrachten voor werken
DVR000002804|False|Overheidsopdrachten voor leveringen|1488|Overheidsopdrachten voor leveringen
DVR000002805|False|Overheidsopdrachten voor diensten|1489|Overheidsopdrachten voor diensten
DVR000002806|False|Attest van wijze van teraardebestelling en/of rituelen|1490|Attest van wijze van teraardebestelling en/of rituelen
DVR000002807|False|Attest van Belgische kiezer|1491|Attest van Belgische kiezer
DVR000002808|False|Akte van prenatale erkenning|1492|Akte van prenatale erkenning
DVR000002809|False|Akte van erkenning|1493|Akte van erkenning
DVR000002810|False|Opleidingsdatabank opleidingsverlof WSE|1494|Opleidingsdatabank opleidingsverlof WSE
DVR000002811|False|Uittreksel uit het bevolkingsregister|1495|Uittreksel uit het bevolkingsregister
DVR000002812|False|Akte van adoptie|1496|Akte van adoptie
DVR000002813|False|Akte van verklaring van naamskeuze|1497|Akte van verklaring van naamskeuze
DVR000002814|False|Akte van naamsverandering|1498|Akte van naamsverandering
DVR000002815|False|Akte van voornaamsverandering|1499|Akte van voornaamsverandering
DVR000002816|False|Akte van aanpassing van de registratie van het geslacht|1500|Akte van aanpassing van de registratie van het geslacht
DVR000002817|False|Akte van betwisting vaderschap|1501|Akte van betwisting vaderschap
DVR000002818|False|Akte van Belgische nationaliteit|1502|Akte van Belgische nationaliteit
DVR000002819|False|Akte van een levenloos kind|1503|Akte van een levenloos kind
DVR000002820|False|Vakantie voor oudere werknemers die het werk hervatten - seniorvakantie|1505|Vakantie voor oudere werknemers die het werk hervatten - seniorvakantie
DVR000002821|False|Kinderbijslag tot 18 jaar|1506|Kinderbijslag tot 18 jaar
DVR000002822|False|Reisdocument voor staatlozen, vluchtelingen en vreemdelingen|1507|Reisdocument voor staatlozen, vluchtelingen en vreemdelingen
DVR000002823|False|Jaarlijkse verkeersbelasting voor oldtimers|1508|Jaarlijkse verkeersbelasting voor oldtimers
DVR000002824|False|Verkooprecht sinds 1 juni 2018|1509|Verkooprecht sinds 1 juni 2018
DVR000002825|False|Erkenning als metaaldetectorist|1511|Erkenning als metaaldetectorist
DVR000002826|False|Erkenning als archeoloog|1512|Erkenning als archeoloog
DVR000002827|False|Ontheffing van het ontbossingsverbod|1513|Ontheffing van het ontbossingsverbod
DVR000002828|False|Vakantieschakel|1514|Vakantieschakel
DVR000002829|False|Belasting op de inverkeerstelling (BIV) voor oldtimers|1515|Belasting op de inverkeerstelling (BIV) voor oldtimers
DVR000002830|False|Onbelast bijverdienen|1516|Onbelast bijverdienen
DVR000002831|False|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|1517|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten
DVR000002832|False|Mobiliteitsvergoeding (cash for car)|1518|Mobiliteitsvergoeding (cash for car)
DVR000002833|False|Mobiliteitsbudget|1519|Mobiliteitsbudget
DVR000002834|False|Praktisch jachtexamen|1520|Praktisch jachtexamen
DVR000002835|False|Theoretisch jachtexamen|1521|Theoretisch jachtexamen
DVR000002836|False|Subsidie voor een volkstuin 2018|1522|Subsidie voor een volkstuin 2018
DVR000002837|False|Generieke terugmelding|1524|Generieke terugmelding
DVR000002838|False|Kadastraal uittreksel|1525|Kadastraal uittreksel
DVR000002839|False|De sociale toeslag (Groeipakket)|1526|De sociale toeslag (Groeipakket)
DVR000002840|False|De zorgtoeslagen (groeipakket)|1527|De zorgtoeslag voor specifieke ondersteuningsbehoeften (Groeipakket)
DVR000002841|False|De kinderopvangtoeslag (Groeipakket)|1528|De kinderopvangtoeslag (Groeipakket)
DVR000002842|False|De kleutertoeslag (Groeipakket)|1529|De kleutertoeslag (Groeipakket)
DVR000002843|False|De schooltoeslag vanaf schooljaar 2019-2020 (Groeipakket)|1530|De schooltoeslag vanaf schooljaar 2019-2020 (Groeipakket)
DVR000002844|False|Startbedrag (Groeipakket)|1531|Startbedrag (Groeipakket)
DVR000002845|False|Basisbedrag (Groeipakket)|1532|Basisbedrag (Groeipakket)
DVR000002846|False|Schoolbonus (Groeipakket)|1533|Schoolbonus (Groeipakket)
DVR000002847|False|Veranderen van voornaam|1534|Veranderen van voornaam
DVR000002848|False|Student-zelfstandige|1535|Student-zelfstandige
DVR000002849|False|Maaltijdcheques|1536|Maaltijdcheques
DVR000002850|False|Bewijs van beroepsbekwaamheid voor gereglementeerde beroepen|1537|Bewijs van beroepsbekwaamheid voor gereglementeerde beroepen
DVR000002851|False|MuseumPASSmusées|1538|MuseumPASSmusées
DVR000002852|False|Mijn Burgerprofiel|1541|Mijn Burgerprofiel
DVR000002853|False|Vrijstelling doorstorting bedrijfsvoorheffing voor onderzoekers|1542|Vrijstelling doorstorting bedrijfsvoorheffing voor onderzoekers
DVR000002854|False|Erkenning van technici voor elektrische schakelinrichtingen|"1543
"|#N/A
DVR000002856|False|Schadevergoeding van het Vlaams Rampenfonds|1547|Schadevergoeding van het Vlaams Rampenfonds
DVR000002857|False|Pleegzorgtoeslag (Groeipakket)|1548|Pleegzorgtoeslag (Groeipakket)
DVR000002858|False|Wezentoeslag (Groeipakket)|1549|Wezentoeslag (Groeipakket)
DVR000002859|False|Aanloopsteun voor de ontwikkeling van kleine landbouwbedrijven|1550|#N/A
DVR000002860|False|Huurwaarborglening van het Vlaams Woningfonds|1551|#N/A
DVR000002861|False|Premie van de netbeheerder voor een warmtepompboiler|1552|#N/A
DVR000002862|False|Vrijstelling van de onroerende voorheffing na verbouwing van een handelspand|1553|#N/A
DVR000002863|False|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een ongeschikte of onbewoonbare woning|1554|#N/A
DVR000002864|False|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een leegstaande of verwaarloosde bedrijfsruimte|1555|#N/A
DVR000002865|False|Gedeeltelijke vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een kernwinkelgebied|1556|#N/A
DVR000002866|False|Vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een winkelarm gebied|1557|#N/A
DVR000002867|False|Sloop- en heropbouwpremie|1558|#N/A
DVR000002868|False|Toelating om in een maatwerkplaats te werken|1559|#N/A
DVR000002869|False|Subsidie voor ontwikkelingssamenwerking|12|Subsidie voor ontwikkelingssamenwerking
DVR000002870|False|Juridische hulp|38|Juridische hulp
DVR000002871|False|Tijdelijke opvang in een centrum voor kortverblijf|82|Tijdelijke opvang in een centrum voor kortverblijf
DVR000002872|False|Naschoolse sportactiviteit|85|Naschoolse sportactiviteit
DVR000002873|False|Gemeentelijke subsidie voor jeugdprojecten|103|Gemeentelijke subsidie voor jeugdprojecten
DVR000002874|False|Werkingssubsidie voor sociaal-culturele verenigingen|126|Werkingssubsidie voor sociaal-culturele verenigingen
DVR000002875|False|Ondersteuning via opvoedingswinkels|215|Ondersteuning via opvoedingswinkels
DVR000002876|False|Loopbaanbegeleiding|219|Loopbaanbegeleiding
DVR000002877|False|Subsidies voor projecten in de cultureel-erfgoedsector|258|Subsidies voor projecten in de cultureel-erfgoedsector
DVR000002878|False|Erkenning als natuurreservaat|347|Erkenning als natuurreservaat
DVR000002879|False|Erkenning en subsidiëring van de dagcentra voor palliatieve zorg|413|Erkenning en subsidiëring van de dagcentra voor palliatieve zorg
DVR000002880|False|Erkenning en subsidiëring van de dagverzorgingscentra voor ouderen|442|Erkenning en subsidiëring van de dagverzorgingscentra voor ouderen
DVR000002881|False|Erkenning en subsidiëring van de centra voor kortverblijf voor ouderen|450|Erkenning en subsidiëring van de centra voor kortverblijf voor ouderen
DVR000002882|False|Erkenning en subsidiëring van de sector samenlevingsopbouw|456|Erkenning en subsidiëring van de sector samenlevingsopbouw
DVR000002883|False|Erkenning en subsidiëring van de samenwerkingsinitiatieven eerstelijnsgezondheidszorg (SEL)|467|Erkenning en subsidiëring van de samenwerkingsinitiatieven eerstelijnsgezondheidszorg (SEL)
DVR000002884|False|Subsidies voor internationale topsportevenementen|514|Subsidies voor internationale topsportevenementen
DVR000002885|False|Erkenning en subsidiëring van Toerisme voor Allen-verblijven|575|Erkenning en subsidiëring van Toerisme voor Allen-verblijven
DVR000002886|False|Erkenning en subsidiëring van de woonzorgcentra en rust- en verzorgingstehuizen.|592|Erkenning en subsidiëring van de woonzorgcentra en rust- en verzorgingstehuizen.
DVR000002887|False|Erkenning en subsidiëring van serviceflats voor ouderen|594|Erkenning en subsidiëring van serviceflats voor ouderen
DVR000002888|False|Subsidie voor circuskunsten|610|Subsidie voor circuskunsten
DVR000002889|False|Vlaamse aanpassingspremie|676|Vlaamse aanpassingspremie
DVR000002890|False|Subsidies voor een jeugdverblijfcentrum en hostel|704|Subsidies voor een jeugdverblijfcentrum en hostel
DVR000002891|False|Gezinszorg|905|Gezinszorg
DVR000002892|False|Onderhoudspremie en beheerspremie voor varend erfgoed|932|Onderhoudspremie en beheerspremie voor varend erfgoed
DVR000002893|False|Woonkrediet van het Vlaams Woningfonds|935|Woonkrediet van het Vlaams Woningfonds
DVR000002894|False|Outplacement voor werknemers|960|Outplacement voor werknemers
DVR000002895|False|Schadevergoeding bij een landbouwramp|966|Schadevergoeding bij een landbouwramp
DVR000002896|False|Stagebonus|1364|Stagebonus
DVR000002897|False|Vlaamse doelgroepvermindering voor jongeren|1417|Vlaamse doelgroepvermindering voor jongeren
DVR000002898|False|Vlaamse doelgroepvermindering voor oudere werknemers|1418|Vlaamse doelgroepvermindering voor oudere werknemers
DVR000002899|False|Erfgoedpremie beschermde monumenten en landschappen - bijzondere procedure|1544|Erfgoedpremie beschermde monumenten en landschappen - bijzondere procedure
DVR000002900|False|Subsidie voor een diversiteitsplan|229|Subsidie voor een diversiteitsplan
DVR000002901|False|Subsidie aan havenbedrijven voor bepaalde havenkapiteinsdiensten|237|Subsidie aan havenbedrijven voor bepaalde havenkapiteinsdiensten
DVR000002902|False|Start- en investeringssteun visserij- en aquacultuursector|240|Start- en investeringssteun voor de visserij- en de aquacultuursector
DVR000002903|False|De Lijn - Buzzy Pazz of Omnipas bij inleveren nummerplaat|244|Buzzy Pazz of Omnipas van De Lijn bij inleveren nummerplaat (tot 31 januari 2016)
